message_id,response_id,article_id,empathy,distress,empathy_bin,distress_bin,essay
R_1nSHXIH282d3nd3_1,R_1nSHXIH282d3nd3,54,4.333,3.250,1,0,"Interesting article, and I can see both sides of the issue.  On one hand, it is true that it's incredibly, incredibly hard for people to immigrate to America.  The old saying that you ""need money to make money"" is true in the sense that if you show up on our shores with nothing at all, it's going to be awfully hard to make anything of yourself.  That being said, the American dream has always been one of pulling yourself up by the bootstraps and being a self-made-man.  You need to be able to do things on your own and most of the most successful people on Earth came from abject poverty.  "
R_1nSHXIH282d3nd3_2,R_1nSHXIH282d3nd3,157,3.167,4.125,0,1,"This sort of story is showing up far too much in the news anymore.  It shows a deepening divide of racial tensions in America, which is something I thought we had finally put behind us.  That being said, I mean that the racial tension is coming from BOTH sides, not just one side or the other.  BOTH sides need to be held accountable for their actions and the divide they are creating in this country.  "
R_1nSHXIH282d3nd3_3,R_1nSHXIH282d3nd3,240,5.000,3.250,1,0,"Wow, what an amazing story.  I had no idea that the zika virus could cause such horrific developmental problems in children.  As a parent of 2 myself, nothing scares me more than to think about all the horrible things that could happen to my kids in this world, and what I would do to prevent them from having to endure such things.  What a terrible disease, and one that we know so little about and have essentially no real medicine type treatment for!  I'm sure it's only a matter of time before this makes it's way closer to where I live!  Scary!"
R_1nSHXIH282d3nd3_4,R_1nSHXIH282d3nd3,305,4.667,5.125,1,1,"What an alarming statistic!  I had no idea that such things even existed!  While it's true that this seems to be much more of a problem in Russia than in the US, since it's on the internet it is still something that could potentially be accessed by our kids!  Teenagers have enough to deal with without having to worry about being prodded into doing something horrible like committing suicide by these online idiots!  I remember being a teenager and how hard it was, but I didn't have to deal with this!  This is completely awful!"
R_1nSHXIH282d3nd3_5,R_1nSHXIH282d3nd3,352,5.167,4.750,1,1,"Here's one more great reason to never allow Sharia law into the US in any way, shape, or form.  This is commonplace in the Arab world, where women are treated essentially as slaves or worse, while men can do anything they want and get away with it.  What a terrible sense of ""justice"" or ""law"".  This poor women would've, at best, been scarred for the rest of her life just on the grounds of being raped by multiple men.  I can only imagine how traumatic this is for her when she's thrown in jail after being the victim of a horrible crime!  Disgusting!"
R_wTpSAbyLekj11bb_1,R_wTpSAbyLekj11bb,44,3.500,3.250,0,0,hey i just wanted to let you know that this is a rough article. the guy took him out and then took his own life. its pretty sad. the guy knew the employees schedule too so he just could have done it whenever. why would he do it and take his own life though i dont understand. anyways wanted to let you know i did read it and its tragic. i feel bad for the family that it happened to them. hopefully this doesnt happen much more
R_wTpSAbyLekj11bb_2,R_wTpSAbyLekj11bb,114,3.333,2.750,0,0,Those native people really dont deserve that kind of treatment its unfair. how can you have people just not speak their own native language? i dont get why they cant just let them live in both worlds and experience both cultures instead of forcing them to be a part of their specific culture. They really need to be spoken up against for this kind of injustice
R_wTpSAbyLekj11bb_3,R_wTpSAbyLekj11bb,174,4.167,4.500,1,1,What an awful tragedy no family should be subjected to this. This is really getting out of hand i cant believe the middle east still has so much turmoil. its really ridiculous. i hope our boys can help calm the situation and keep things safer than they are now. its just insane how much a person must be delusional to go through with these actions
R_wTpSAbyLekj11bb_4,R_wTpSAbyLekj11bb,264,1.833,2.375,0,0,Things are really heating up i dont know how much longer we can keep things up like this. if we can help they should tell us clearly how we can help out so that the temperature doesnt get too high. if it gets too hot then things will be really messed up for us and our childrens futures will be in danger
R_wTpSAbyLekj11bb_5,R_wTpSAbyLekj11bb,372,2.500,3.000,0,0,HOpefully this fighting ends soon its getting to be too much the negative impact is getting bigger and bigger. If things dont stop before long then the fighting wont be in that area itll spread even wider as all the larger countries get involved and the fighting just wont stop. maybe we should start a petition or something to get some attention on this issue
R_2UWRxvdzbAww1nz_1,R_2UWRxvdzbAww1nz,10,5.000,2.625,1,0,"So tragic and sad that this police officer was just doing his job and now he's gone and his family is left to grieve his loss. I hope they figure out who did this and serve justice to the fullest extent.  It sounds like it could be one of the people they found dead, though.  I guess we'll find out later.  "
R_2UWRxvdzbAww1nz_2,R_2UWRxvdzbAww1nz,123,3.833,3.625,0,0,"I don't understand what I read here.  The students were hijacking buses?  What the hell?  Regardless, the local police should not have turned them over to a drug cartel.  I'm sure they are probably dead by now, but I support the family finding out what happened and get justice.  They were kids, they didn't deserve to be killed for this.  "
R_2UWRxvdzbAww1nz_3,R_2UWRxvdzbAww1nz,200,1.167,4.000,0,1,"Okay, I live by the Arkansas River so I  know about snapping turtles.  All this guy had to do is move to another spot and the turtle was not going to chase him down.  I'm sure the guy must have been near a nest or something if the turtle tried to attack.  Still, should he be charged with a felony?  My Granny Jones used to make turtle soup out of the snappers they fished out of her creek.  I guess the difference is he wasn't killing the turtle for food...But, a felony?  "
R_2UWRxvdzbAww1nz_4,R_2UWRxvdzbAww1nz,331,3.333,4.750,0,1,"The fact that this article shows the global gender gap not being equal until 2196 is particularly disturbing.  And, I wonder why women have dropped out of the workforce globally?  I mean, I did drop out but only after 30 years of employment.  It seems as if, in this day and age, you'd hear that women's participation in the workforce had increased, not decreased. "
R_2UWRxvdzbAww1nz_5,R_2UWRxvdzbAww1nz,379,5.833,4.500,1,1,"These poor people.  I hope the researchers can find a way to help them.  The thought that you can't even use the water that is deep in the ground due to arsenic contamination is horrible.  This is a sign of the times, however, and I believe as populations grow, water is going to be a big commodity due to the scarcity of clean water.  "
R_3ElKNT2rbrUZYdR_1,R_3ElKNT2rbrUZYdR,76,2.500,1.375,0,0,I hear the British Government is looking to drill for oil again. This time they are looking to drill near the Murchison Falls National Park in Uganda. Everyone is so dependent on oil all the time. Too bad for some giraffes that live there as they will be displaced. Of course I could really care less about giraffes 5000 miles away from me. Still I wish the giraffes the best I suppose. Brits are such weasels it figures they would look to kill a bunch of giraffes for their own selfish gains. Governments all stink.
